,sofifa_id,short_name,long_name,age,dob
8965,203297,Cidinho,Alcides  de Souza Faria Junior,25,1993-01-28
8966,203415,J. Reeves,Jake Reeves,25,1993-06-30
8967,204622,J. Meekings,Josh Meekings,25,1992-09-02
8968,205393,J. Baldwin,Jack  Baldwin,25,1993-06-30
8969,206492,A. Sané,Abdoulaye Sané,25,1992-10-15
8970,206529,F. Boli,Franck Boli,24,1993-10-07
8971,207629,J. Villarreal,José Villarreal,24,1993-09-10
8972,208638,Rober Correa,Roberto Antonio Correa Silva,25,1992-09-29
8973,209402,E. Acolatse,Elton Acolatse,22,1995-07-25
8974,209636,A. Masi,Alberto Masi,25,1992-09-02
8975,209816,Buatu,Jonathan Buatu Mananga,24,1993-09-27
8976,210029,J. Rafferty,Joe Rafferty,24,1993-10-06
8977,210046,K. Sadlier,Kieran Sadlier,23,1994-09-14
8978,210365,Jonatan Lucca,Jonatan Lucca,24,1994-06-02
8979,210366,N. Lomb,Niklas Lomb,24,1993-07-28
8980,210381,C. Lykogiannis,Charalampos Lykogiannis,24,1993-10-22
8981,210494,M. Schmerböck,Marc Andre Schmerböck,24,1994-04-01
8982,210713,F. Holst,Frederik Holst,23,1994-09-24
8983,211059,R. Godínez,Rodrigo Godínez Orozco,25,1992-09-21
8984,211565,Higinio,Higinio Marín Escavy,24,1993-10-19
8985,211901,L. Hufnagel,Lucas Hufnagel,24,1994-01-29
8986,213486,D. Efremov,Dmitriy Efremov,23,1995-04-01
8987,213543,K. Pedersen,Kasper Pedersen,25,1993-01-13
8988,213553,M. Ferrier,Morgan Ferrier,23,1994-11-15
8989,214081,D. Murillo,Jesús David Murillo León,24,1993-08-17
8990,214419,J. Duma,Juan Ignacio Duma,24,1993-12-08
8991,214704,C. Guerra,Cristian Edward Guerra Torres,23,1994-08-09
8992,219104,C. Bravo,Christian Daniel Bravo Araneda,24,1993-10-01
8993,219717,Y. González,Yony González,23,1994-07-11
8994,221482,K. Hidalgo,Kevin Hidalgo Silva,22,1995-07-29
8995,221521,R. Dekker,Rick Dekker,23,1995-03-15
8996,221934,S. Scougall,Stefan Scougall,25,1992-12-07
8997,221985,N. Datković,Niko Datković,25,1993-04-21
8998,222959,S. Moreo,Stefano Moreo,25,1993-06-30
8999,223009,E. Lancini,Edoardo Lancini,24,1994-04-10
9000,223082,W. Norris,Will Norris,24,1993-08-12
9001,223594,M. Spano Rahou,Maxime Spano Rahou,23,1994-10-31
9002,224267,F. Strauss,Fabio Strauss,23,1994-08-06
9003,224327,S. Leuko,Serge Sidoine Tchaha Leuko,24,1993-08-04
9004,224470,He Chao,何超,23,1995-04-19
9005,224527,Rafa Páez,Rafael Páez Cardona,23,1994-08-10
9006,224624,Fu Huan,傅欢,24,1993-07-12
9007,225071,B. Whiteman,Ben Whiteman,22,1996-06-17
9008,225654,J. Düker,Julius Düker,22,1996-01-04
9009,226179,M. Sauer,Maximilian Sauer,24,1994-05-15
9010,227868,C. Dieng,Cheikhou Dieng,24,1993-11-23
9011,229658,C. Dajome,Cristián Andrés Dájome Arboleda,24,1994-03-03
9012,229797,H. Elhouni,Hamdou Mohamed Elhouni,24,1994-02-12
9013,229815,N. Antonitsch,Nico Antonitsch,26,1991-09-30
9014,229868,D. Mignanelli,Daniele Mignanelli,25,1993-05-10
9015,229892,Álex López,Alejandro López de Groot,24,1993-09-18
9016,231070,B. Pittón,Bruno Pittón,25,1993-02-11
9017,232573,K. Matsubara,松原 健,25,1993-02-16
9018,232760,E. Diaw,El Hadji Pape Djibril Diaw,23,1994-12-31
9019,233109,F. Stokkers,Finn Stokkers,22,1996-04-18
9020,233141,T. Hasegawa,長谷川 龍也,24,1994-03-07
9021,233463,S. Skålevik,Steffen Lie Skålevik,25,1993-01-31
9022,233849,A. D'Alberto,Anthony D'Alberto,23,1994-10-13
9023,234667,Nadjack,Eliseu Mendja Nadjack Soares Cassamá,24,1994-02-06
9024,235133,M. Finotto,Mattia Finotto,25,1992-12-28
9025,235324,R. Niemeijer,Reuven Niemeijer,23,1995-03-27
9026,235548,M. Cabit,Manuel Cabit,25,1993-06-03
9027,235740,A. Paleari,Alberto Paleari,25,1992-08-29
9028,236241,G. Viscarra,Guillermo Viscarra,25,1993-02-07
9029,237655,B. De Alba,Brayner Jesús De Alba Castro,25,1993-01-26
9030,238005,J. Żubrowski,Jakub Żubrowski,26,1992-03-21
9031,242036,M. Ljujić,Matija Ljujić,24,1993-10-28
9032,242673,V. Gvilia,Valeriane Gvilia,24,1994-05-24
9033,244273,B. Knežević,Bojan Knežević,21,1997-01-28
9034,244305,R. Ramírez,Rubén Ramírez,22,1995-10-18
9035,246017,G. Nagy,Gergő Nagy,25,1993-01-07
9036,193166,L. Madrigal,Luis Madrigal,25,1993-02-10
9037,198811,F. Jensen,Fredrik Oldrup Jensen,25,1993-05-18
9038,199146,A. Halliday,Andrew Halliday,26,1991-10-18
9039,199769,M. Potzmann,Marvin Potzmann,24,1993-12-07
9040,199867,Milton Raphael,Milton Raphael Guimarães Pires,27,1991-05-11
9041,207754,K. Mayi,Kévin Mayi,25,1993-01-14
9042,208146,D. Adorni,Davide Adorni,25,1992-08-09
9043,208424,M. Ricci,Matteo Ricci,24,1994-05-27
9044,209210,A. Grant,Alexander Grant,24,1994-01-23
9045,209320,N. Saint-Ruf,Nicolas Saint-Ruf,25,1992-10-24
9046,210667,F. Vanzo,Floriano Vanzo,24,1994-04-28
9047,211195,L. Woudenberg,Lucas Woudenberg,24,1994-04-25
9048,211618,D. Starkl,Dominik Starkl,24,1993-11-06
9049,212161,B. Traoré,Baba Traoré,25,1993-06-23
9050,212243,V. Ranković,Vladimir Ranković,25,1993-06-27
9051,212485,D. Bakker,Danny Bakker,23,1995-01-16
9052,212778,Kwon Kyung Won,권경원 权敬源,26,1992-01-31
9053,213822,L. Cabrera,Luis Alberto Cabrera Figueroa,24,1994-01-07
9054,214016,H. Mojica,Harrison Arley Mojica Betancourt,25,1993-02-17
9055,215279,T. Albutat,Tim Albutat,25,1992-09-23
9056,215533,S. Stevens,Sonny Stevens,26,1992-06-22
9057,216535,J. Bandowski,Jannik Bandowski,24,1994-03-30
9058,219689,S. Lizana,Santiago Lizana,25,1992-09-30
9059,220348,Isaac Carcelén,Isaac Carcelén Valencia,25,1993-04-23
9060,220943,K. Vassell,Kyle Vassell,25,1993-02-07
9061,221018,T. Rehfeldt,Torben Rehfeldt,24,1993-08-07
9062,221468,Son Jeong Hyeon,손정현 Jeong Hyeon Son,26,1991-11-25
9063,221567,Sim Sang Min,심상민 沈相民,25,1993-05-21
9064,221853,Mi Haolun,糜昊伦,25,1993-01-10
9065,221972,Sun Jie,孙捷,26,1992-01-01
9066,221986,J. Hardeveld,Jeff Hardeveld,23,1995-02-27
9067,223147,J. Biada,Julius Biada,25,1992-11-03
9068,223330,M. Moscati,Marco Moscati,25,1992-11-01
9069,223638,D. Boldor,Deian Boldor,23,1995-02-03
9070,223673,M. Wostry,Markus Wostry,25,1992-07-19
9071,224163,A. Verschueren,Arno Verschueren,21,1997-04-08
9072,224217,R. van der Meer,Robin van der Meer,23,1995-02-21
9073,226127,C. Depres,Clément Depres,23,1994-11-25
9074,228348,F. Rherras,Fayçal Rherras,25,1993-04-07
9075,228627,A. Al Obaid,Abdulrahman Al Obaid,25,1993-04-30
9076,229362,A. Öztürk,Alim Öztürk,25,1992-11-17
9077,231500,D. Widgren,Dennis Widgren,24,1994-03-28
9078,231821,Z. Al Sahafi,Ziyad Al Sahafi,24,1994-02-03
9079,232609,G. Notsuda,野津田 岳人,24,1994-06-06
9080,233207,S. Muroya,室屋 成,24,1994-04-05
9081,234496,O. Bogle,Omar Bogle,24,1993-07-26
9082,234735,A. Jovanović,Aleksandar Jovanović,25,1992-12-06
9083,234748,Gu Sung Yun,구성윤 具圣润,24,1994-06-27
9084,234874,M. Jansen,Maximilian Jansen,25,1993-05-26
9085,235579,M. Massop,Milan Massop,24,1993-12-01
9086,236045,Reinildo,Reinildo Isnard Mandava,24,1994-01-21
9087,237340,Carlinhos,Carlos Antonio de Souza Júnior,23,1994-08-08
9088,239957,S. Jakubiak,Sebastian Jakubiak,25,1993-06-21
9089,240046,João Victor,João Victor Santos Sá,24,1994-03-27
9090,243581,S. Guri,Sindrit Guri,24,1993-10-23
9091,243662,Kalindi,Kalindi Alves de Souza,24,1993-08-29
9092,245768,J. Lawrence,James Alexander Lawrence,25,1992-08-22
9093,187093,J. González,Jairo Daniel González Fajardo,26,1992-02-27
9094,190178,N. Gunnarsson,Niklas Gunnarsson,27,1991-04-27
9095,194759,O. Beckles,Omar Beckles,26,1991-10-25
9096,194785,T. Flanagan,Tom Flanagan,26,1992-01-17
9097,195126,J. Marquis,John Marquis,26,1992-05-16
9098,201911,W. Keane,Will Keane,25,1993-01-11
9099,201958,E. Ebanks-Landell,Ethan Ebanks-Landell,25,1992-12-16
9100,202322,N. Næss,Nicolai Næss,25,1993-01-18
9101,202532,M. Doughty,Michael Doughty,25,1992-11-20
9102,202904,J. Tamm,Joonas Tamm,26,1992-02-02
9103,203264,S. Wootton,Scott Wootton,26,1991-09-12
9104,203348,S. Carruthers,Samir  Carruthers,25,1993-04-04
9105,203500,D. Rose,Danny Rose,24,1993-12-10
9106,203733,José Ángel,José Ángel Jurado de la Torre,26,1992-06-21
9107,204644,S. Kroon,Simon Kroon,25,1993-06-16
9108,205378,B. Valette,Baptiste Valette,25,1992-09-01
9109,205582,A. Forde,Anthony Forde,24,1993-11-16
9110,205752,G. Edwards,Gwion Edwards,25,1993-03-01
9111,205876,F. Diarra,Fantamady Diarra,26,1992-02-11
9112,205999,M. Rutten,Moreno Rutten,25,1993-04-28
9113,208311,S. Branca,Simone Branca,26,1992-03-25
9114,208614,A. Uryga,Alan Uryga,24,1994-02-19
9115,209162,E. Correa,José Érik Correa Villero,25,1992-07-20
9116,210422,K. Kamiński,Krzysztof Kamiński,27,1990-11-26
9117,211221,M. Boyle,Martin Boyle,25,1993-04-25
9118,211227,M. Kopczyński,Michał Kopczyński,26,1992-06-15
9119,211433,F. Evangelista,Fernando Evangelista Iglesias,26,1991-10-21
9120,211791,M. Konczkowski,Martin Konczkowski,24,1993-09-14
9121,212418,M. Lackner,Markus Lackner,27,1991-04-05
9122,213570,S. O'Donnell,Stephen O'Donnell,26,1992-05-11
9123,213719,A. Kann,Alec Kann,27,1990-08-08
9124,214178,J. Vela,Juan Camilo Vela Ospina,25,1993-02-18
9125,214211,R. Vanegas,Ray Andrés Vanegas Zúñiga,25,1993-03-12
9126,214250,M. Palacios,Manuel Emilio Palacios Murillo,25,1993-02-13
9127,215132,S. Moyano,Sebastián Moyano,27,1990-08-26
9128,215370,M. Hofmann,Maximilian Hofmann,24,1993-08-07
9129,215969,L. Dos Santos,Laurent Dos Santos,25,1993-03-21
9130,215993,D. Miloc,Dardo Miloc,27,1990-10-16
9131,216154,J. Elsey,Jordan Elsey,24,1994-03-02
9132,216484,C. Tanner,Craig Tanner,23,1994-10-27
9133,216736,Wang Shangyuan,王上源,25,1993-06-02
9134,217758,C. Washington,Conor Washington,26,1992-05-18
9135,219518,P. Becker,Pablo Ignacio Becker,25,1993-04-29
9136,221475,Lee Chan Dong,이찬동 李灿东,25,1993-01-10
9137,222027,J. Watts,Jared Watts,26,1992-02-02
9138,222889,L. Acevedo,Lucas Acevedo,26,1991-11-08
9139,223369,M. Ballmert,Markus Ballmert,24,1993-11-27
9140,223870,N. Aankour,Nabil Aankour,24,1993-08-09
9141,223873,A. Walongwa,Anthony Walongwa,24,1993-10-15
9142,225849,M. Dittgen,Maximilian Dittgen,23,1995-03-03
9143,226506,K. Mets,Karol Mets,25,1993-05-16
9144,228892,I. Rivero,Ignacio Rivero,26,1992-04-10
9145,229083,C. Jakobsen,Christian Jakobsen,25,1993-03-27
9146,231502,J. Hopcutt,Jamie Hopcutt,26,1992-06-23
9147,232122,Everton,Éverton Nascimento de Mendonça,24,1993-07-03
9148,233870,Ricardo Alves,Ricardo Miguel Martins Alves,27,1991-05-09
9149,234698,C. Songkrasin,Chanathip Songkrasin,24,1993-10-05
9150,235867,L. Strizzolo,Luca Strizzolo,26,1992-04-29
9151,237537,V. Kostevych,Volodymyr Kostevych,25,1992-10-23
9152,239357,C. Gebauer,Christian Gebauer,24,1993-12-20
9153,241781,M. Awad,Mohamed Awad,25,1992-07-06
9154,242672,L. Ćirković,Lazar Ćirković,25,1992-08-22
9155,243759,I. Arce,Ignacio Mauricio Jesús Arce,26,1992-04-08
9156,245403,H. Rivero,Hernán Daniel Rivero,25,1992-09-12
9157,245686,C. Madu,Christian Madu,24,1993-07-09
9158,173895,S. Eastwood,Simon Eastwood,29,1989-06-26
9159,188917,J. Skjelvik,Jørgen Skjelvik,26,1991-07-05
9160,189910,C. Main,Curtis Main,26,1992-06-20
9161,190235,J. Clarke,Jordan Clarke,26,1991-11-19
9162,190583,M. Smith,Michael Smith,26,1991-10-17
9163,190592,M. Sollbauer,Michael  Sollbauer,28,1990-05-15
9164,199010,A. Boyle,Andrew Boyle,27,1991-03-07
9165,199435,P. Barrios,Pier Miqueas Barrios,28,1990-07-01
9166,200209,N. Larsen,Nicolai Larsen,27,1991-03-09
9167,200807,K. Freeman,Kieron Freeman,26,1992-03-21
9168,202989,Lee Jong Ho,이종호 李俊浩,26,1992-02-24
9169,203151,Augusto César,Augusto César dos Santos Moreira,25,1992-08-06
9170,203781,D. Toia,Donald Toia,26,1992-05-28
9171,205216,Sérgio Marakis,Sérgio Romeo Marakis,26,1991-11-11
9172,205382,E. Boldewijn,Enzio Boldewijn,25,1992-11-17
9173,205584,M. Ihiekwe,Michael Ihiekwe,25,1992-11-20
9174,205663,M. Busellato,Massimiliano Busellato,25,1993-04-23
9175,205750,I. Koné,Isaac Koné,27,1991-01-03
9176,205926,C. Çavlan,Caner Çavlan,26,1992-02-15
9177,205956,C. Dunne,Charles Dunne,25,1993-02-13
9178,206054,S. Gündüz,Selim Gündüz,24,1994-05-16
9179,206536,T. Naylor,Tom Naylor,27,1991-06-28
9180,208174,M. N'Doye,Baye Mayoro N'Doye,26,1991-12-18
9181,210213,G. Korte,Giovanni Korte,24,1993-08-01
9182,210477,P. Möschl,Patrick Möschl,25,1993-03-06
9183,210543,M. Migliorini,Marco Migliorini,26,1992-01-03
9184,211395,A. Al Salem,Abdullah Al Salem,25,1992-12-19
9185,214351,D. Novoa,Diego Alejandro Novoa Urrego,29,1989-05-31
9186,215384,A. Keita,Alhassane Keita,26,1992-04-16
9187,215990,O. Benítez,Óliver Benítez,27,1991-06-07
9188,216184,S. Nutz,Stefan Nutz,26,1992-02-15
9189,217391,Mica Pinto,Michael  Gonçalves Pinto,25,1993-06-04
9190,219133,A. Gómez,Edwin Alexi Gómez Gutiérrez,25,1993-03-04
9191,224395,B. Bahn,Bentley Baxter Bahn,25,1992-08-28
9192,224648,Li Lei,李磊,26,1992-05-30
9193,228182,M. El-Shenawy,Mohamed El-Shenawy,29,1988-12-18
9194,228261,V. Moren,Valtteri Moren,27,1991-06-15
9195,232195,J. Ríos,Juan David Ríos Henao,26,1991-10-07
9196,232581,Eduardo,Carlos Eduardo Bendini Giusti,25,1993-04-27
9197,233105,K. Dougall,Kenny Dougall,25,1993-05-07
9198,233148,Y. Nakano,中野 嘉大,25,1993-02-24
9199,237546,J. Stojanović,Jovan Stojanović,26,1992-04-21
9200,237768,R. Shirasaki,白崎 凌兵,25,1993-05-18
9201,238860,Jadson,Jadson Silva de Morais,26,1991-11-05
9202,241910,C. Rismark,Christian Eggen Rismark,26,1991-08-01
9203,173165,N. Ravaglia,Nicola Ravaglia,29,1988-12-12
9204,176568,A. Marin,Anthony Marin,28,1989-09-21
9205,185438,N. Bärkroth,Nicklas Bärkroth,26,1992-01-19
9206,189013,M. Buchalik,Michał Buchalik,29,1989-02-03
9207,190995,B. Inman,Bradden Inman,26,1991-12-10
9208,192015,G. Acosta,Carlos Gael Acosta Zavala,26,1992-03-26
9209,192695,N. Thompson,Nathan Thompson,27,1990-11-09
9210,193123,A. Taylor,Ash Taylor,27,1990-09-02
9211,197241,K. Pannewitz,Kevin Pannewitz,26,1991-10-16
9212,197996,E. Larsson,Eric Larsson,26,1991-07-15
9213,198377,L. Palmer,Liam Palmer,26,1991-09-19
9214,198721,D. Cappelletti,Daniel Cappelletti,26,1991-10-09
9215,199398,A. Wittwer,Andreas Wittwer,27,1990-10-05
9216,199620,S. Payne,Stefan Payne,26,1991-08-10
9217,200256,T. Leugers,Thilo Leugers,27,1991-01-09
9218,200812,M. Ehmer,Max Ehmer,26,1992-02-03
9219,201179,A. Donnarumma,Antonio Donnarumma,27,1990-07-07
9220,202076,Z. Valentin,Zarek  Valentin,26,1991-08-06
9221,202215,J. Willis,Joe Willis,29,1988-08-10
9222,202524,Borja Granero,Borja Granero Niñerola,28,1990-06-30
9223,202534,K. Larsen,Kristoffer  Knudsen Larsen,26,1992-01-19
9224,202864,N. Peñailillo,Nicolás Peñailillo,26,1991-08-03
9225,202988,Ryu Won Woo,류원우 刘源佑,27,1990-08-05
9226,203309,B. Halloran,Benjamin Halloran,26,1992-06-14
9227,204134,Álex Barrera,Alejandro Barrera García,27,1991-05-12
9228,204987,B. Blume,Bror Blume,26,1992-01-22
9229,205054,K. Naismith,Kal Naismith,26,1992-02-18
9230,206004,J. Ojala,Juhani Ojala,29,1989-06-19
9231,206219,Juan Cruz,Álvaro Juan Cruz Armada,25,1992-07-28
9232,207613,E. Martinez,Enzo Agustin Martínez,27,1990-09-29
9233,207942,Stéfano Pinho,Stéfano Souza Pinho,27,1991-01-12
9234,209413,M. Matras,Mateusz Matras,27,1991-01-23
9235,209761,D. Steres,Daniel Steres,27,1990-11-11
9236,209888,C. Goodwin,Craig Goodwin,26,1991-12-16
9237,210601,T. Ebner,Thomas Ebner,26,1992-02-22
9238,211702,M. Endres,Marc Endres,27,1991-02-22
9239,211831,D. Mast,Dennis  Mast,26,1992-02-15
9240,211953,R. Vollath,René Vollath,28,1990-03-20
9241,211955,U. Taffertshofer,Ulrich Taffertshofer,26,1992-02-14
9242,212039,S. Al Muwallad,Saeed Fawaz Al Mowalad,27,1991-03-09
9243,212353,I. González,Ignacio González Espinoza,26,1991-09-08
9244,212718,D. Powers,Dillon Powers,27,1991-02-14
9245,213338,J. Ring,Jonathan Ring,26,1991-12-05
9246,213377,H. Al Hazaa,Hazaa Ibrahim Al Hazaa,26,1991-08-08
9247,214354,D. Asprilla,Dairon Estibens Asprilla Rivas,26,1992-05-25
9248,214709,J. Abarca,Juan René Abarca Fuentes,29,1988-12-07
9249,214759,R. de la Fuente,Ronald de la Fuente,27,1991-01-25
9250,216269,S. Hertner,Sebastian Hertner,27,1991-05-02
9251,219756,F. Marković,Filip Marković,26,1992-03-03
9252,220205,M. Milec,Martin Milec,26,1991-09-20
9253,221488,R. Hollingshead,Ryan Hollingshead,27,1991-04-16
9254,221503,H. Shipp,Harry Shipp,26,1991-11-07
9255,221657,T. Akindele,Tesho Akindele,26,1991-08-30
9256,221857,Jin Jingdao,金敬道,26,1992-01-18
9257,223115,P. Gladon,Paul Gladon,26,1992-03-18
9258,227446,K. van Veen,Kevin van Veen,27,1991-06-01
9259,228197,H. El Sayed,Hussein El Sayed,26,1991-09-18
9260,229993,H. Sönmez,Halil İbrahim Sönmez,27,1990-10-01
9261,230866,K. Mahlasela,Kabelo Mahlasela,27,1991-02-13
9262,232070,R. Caballero,Roque Alfredo Caballero Marecos,27,1990-10-31
9263,233254,S. Akasaki,赤﨑 秀平,26,1991-09-01
9264,233467,D. Vega,Deyver Vega,25,1992-09-19
9265,234372,C. Machado,Cristhian Machado,28,1990-06-20
9266,238595,K. Rodrigues Pires,Kevin Rodrigues Pires,26,1991-09-12
9267,238643,M. Bär,Marcel Bär,26,1992-06-08
9268,239384,N. Gauna,Nicolás Gauna,26,1992-04-03
9269,243197,C. Knett,Christopher Knett,27,1990-08-01
9270,243851,V. Pule,Vincent Pule,26,1992-03-10
9271,244740,L. Copete,Luis Copete,29,1989-02-12
9272,244967,T. Mohamad,Tamer Haj Mohamad,28,1990-04-03
9273,657,D. Vaughan,David Vaughan,35,1983-02-18
9274,49589,J. Jönsson,Jon Jönsson,34,1983-07-08
9275,51159,Nelson Ferreira,Nelson Ferreira Coelho,36,1982-05-26
9276,52491,E. Pettersen,Espen Bugge Pettersen,38,1980-05-10
9277,53655,J. Bothroyd,Jay Bothroyd,36,1982-05-07
9278,53736,L. Camp,Lee Camp,33,1984-08-22
9279,53741,L. Holmes,Lee Holmes,31,1987-04-02
9280,101488,D. Haas,Daniel Haas,34,1983-08-01
9281,110680,Xisco Campos,Francisco Javier Campos Coll,36,1982-03-10
9282,116314,D. Martin,David Edward Martin,32,1986-01-22
9283,118646,I. Henderson,Ian Henderson,33,1985-01-24
9284,119233,T. Mears,Tyrone Mears,35,1983-02-18
9285,136601,Kim Yong Dae,김용대 金大勇,38,1979-10-11
9286,137267,R. Clark,Ricardo  Clark,35,1983-02-10
9287,137510,A. Kruiswijk,Arnold Kruiswijk,33,1984-11-02
9288,137686,A. Hadouir,Anouar Hadouir,35,1982-09-14
9289,138390,D. Fox,David Fox,34,1983-12-13
9290,139213,L. Michel,Luis Ernesto Michel Vergara,38,1979-07-21
9291,139489,F. Torres,Francisco Javier Torres Zamores,35,1983-05-12
9292,140180,M. Ogasawara,小笠原 満男,39,1979-04-05
9293,140618,E. Jääger,Enar Jääger,33,1984-11-18
9294,143107,M. Gelabert,Marcos Agustín Gelabert,36,1981-09-19
9295,143133,D. Herner,Diego Armando Herner,34,1983-07-31
9296,144415,S. Ağçay,Sedat Ağçay,36,1981-09-22
9297,148720,H. Hauger,Henning Hauger,32,1985-07-17
9298,152735,M. Doyle,Michael Doyle,36,1981-07-08
9299,155541,K. Petersen,Kenneth Emil Petersen,33,1985-01-15
9300,155551,J. Borring,Jonas Borring,33,1985-01-04
9301,155980,D. Bičík,David Bičík,37,1981-04-06
9302,155998,T. Černý,Tomáš Černý,33,1985-04-10
9303,156025,H. Patronen,Hannu Patronen,34,1984-05-23
9304,156321,A. Akinfenwa,Adebayo Akinfenwa,36,1982-05-10
9305,157168,Manu,José Manuel Rodríguez Morgade,34,1984-06-22
9306,158305,Liu Jian,刘健,33,1984-08-20
9307,158676,W. Kvist,William Vitved Kvist Jørgensen,33,1985-02-24
9308,158716,D. Edwards,David Edwards,32,1986-02-03
9309,159375,S. Supple,Shane Supple,31,1987-05-04
9310,161804,O. Rojas,Óscar Adrián Rojas Castillón,36,1981-08-02
9311,161921,P. Leciejewski,Piotr Leciejewski,33,1985-03-23
9312,161943,E. Ward,Elliott Ward,33,1985-01-19
9313,162265,R. Cierzniak,Radosław Cierzniak,35,1983-04-24
9314,162388,K. Chiba,千葉 和彦,33,1985-06-21
9315,162828,B. Santalab,Brendon Santalab,35,1982-09-09
9316,162901,C. Doyle,Colin Doyle,33,1985-06-12
9317,162980,A. Taylor,Andrew Taylor,31,1986-08-01
9318,163445,L. Frecklington,Lee Frecklington,32,1985-09-08
9319,163621,B. Alnwick,Ben Alnwick,31,1987-01-01
9320,163634,F. Cosenza,Francesco Cosenza,32,1986-02-05
9321,163955,S. Anderson,Steven Anderson,32,1985-12-19
9322,164465,T. McMahon,Anthony McMahon,32,1986-03-24
9323,165176,S. Freis,Sebastian Freis,33,1985-04-23
9324,165509,B. Clarke,Billy Clarke,30,1987-12-13
9325,165667,L. Janoszka,Łukasz Janoszka,31,1987-03-18
9326,165870,Cho Yong Hyung,조용형 赵荣亨,34,1983-11-03
9327,165888,Kwak Tae Hwi,곽태휘 郭泰辉,36,1981-07-08
9328,165911,Hwang Jin Sung,황진성 黄景顺,34,1984-05-05
9329,166853,D. Charles,Darius Charles,30,1987-12-10
9330,167180,F. Nordkvelle,Fredrik Nordkvelle,32,1985-09-13
9331,167841,C. Maguire,Chris Maguire,29,1989-01-16
9332,167926,A. Grant,Anthony Grant,31,1987-06-04
9333,168879,M. Al Shalhoub,Mohammad Bander Al Shalhoub,37,1980-12-08
9334,169000,K. Andersen,Kristoffer Andersen,32,1985-12-09
9335,169112,L. Martin,Lee Martin,31,1987-02-09
9336,169243,A. Mintzel,Alf Mintzel,36,1981-12-21
9337,169461,M. O'Connor,Michael O'Connor,30,1987-10-06
9338,169539,M. Hughes,Mark Hughes,31,1986-12-09
9339,170636,A. Lithgow,Alan Lithgow,30,1988-03-12
9340,171019,D. Forde,David Forde,38,1979-12-20
9341,171083,R. O'Donovan,Roy O'Donovan,32,1985-08-10
9342,171682,R. Miller,Roy Miller Hernández,33,1984-11-24
9343,171895,F. Canales,José Francisco Canales García,31,1987-05-04
9344,171971,L. Craig,Liam Craig,31,1986-12-27
9345,172179,T. Spurr,Tommy Spurr,30,1987-09-30
9346,172322,R. Goreux,Réginal Goreux,30,1987-12-31
9347,172423,A. Kantari,Ahmed Kantari,33,1985-06-28
9348,172516,M. Spelmann,Martin Spelmann,31,1987-03-21
9349,172555,R. Schwartz,Ronnie Schwartz Nielsen,28,1989-08-29
9350,172952,T. Diagouraga,Toumani Diagouraga,31,1987-06-09
9351,173256,T. Charles,Tomás Patricio Charles,33,1985-06-12
9352,173480,A. Lienhart,Andreas Lienhart,32,1986-01-28
9353,173484,Aitor,Aitor Fernández López,31,1986-08-23
9354,173654,P. McGowan,Paul McGowan,30,1987-10-07
9355,173666,N. Law,Nicky Law,30,1988-03-29
9356,175941,J. Horn,Jørgen Horn,31,1987-06-07
9357,176207,R. Boguski,Rafał Boguski,34,1984-06-09
9358,176368,Kim Chang Soo,김창수 金昌洙,32,1985-09-12
9359,176383,T. Danneberg,Tim Danneberg,32,1986-04-23
9360,176406,Lee Sang Ho,이상호 李相湖,31,1987-05-09
9361,176540,B. Castillo,Bréiner Clemente Castillo Caicedo,40,1978-05-05
9362,176849,P. Gibaud,Pierre Gibaud,30,1988-04-22
9363,176928,J. Arvidsson,Jesper Arvidsson,33,1985-01-01
9364,177310,F. Nimani,Frédéric Koutou Nimani N'Galou,29,1988-10-08
9365,177315,G. Roberts,Gary Roberts,34,1984-03-18
9366,177495,C. Taylor,Chris Taylor,31,1986-12-20
9367,177544,K. Bülow,Kai Bülow,32,1986-05-31
9368,177597,R. Taylor,Ryan Taylor,30,1988-05-04
9369,177657,A. Nordvik,Andreas Kristoffer Nordvik,31,1987-03-18
9370,178006,J. Pierazzi,Jean-Baptiste Pierazzi,33,1985-06-17
9371,178014,N. Madonna,Nicola Madonna,31,1986-10-31
9372,178043,F. Della Rocca,Francesco Della Rocca,30,1987-09-14
9373,178508,A. Cocco,Andrea Cocco,32,1986-04-08
9374,178713,L. Trotter,Liam Trotter,29,1988-08-24
9375,179055,A. Marciniak,Adam Marciniak,29,1988-09-28
9376,179646,J. Juelsgård,Jesper Juelsgård Kristensen,29,1989-01-26
9377,179855,J. Beckford,Jermaine Beckford,34,1983-12-09
9378,179903,O. Bozanic,Oliver Bozanić,29,1989-01-08
9379,180400,Isidoro,José Isidoro Gómez Torres,31,1986-08-01
9380,180726,M. McKay,Matt McKay,35,1983-01-11
9381,180759,H. Taniguchi,谷口 博之,33,1985-06-27
9382,181787,Mao Jianqing,毛剑卿,31,1986-08-08
9383,182180,M. Drudi,Mirko Drudi,31,1987-02-22
9384,182228,J. Huyghebaert,Jérémy Huyghebaert,29,1989-01-07
9385,182822,A. Angoula,Aldo Angoula,37,1981-05-04
9386,182844,R. Grzyb,Rafał Grzyb,35,1983-01-16
9387,182905,V. Skjerve,Vegard Skjerve,30,1988-05-22
9388,183007,Zhang Wenzhao,张文钊,31,1987-05-28
9389,183122,B. Sævarsson,Birkir Már Sævarsson,33,1984-11-11
9390,183138,K. Pearce,Krystian Pearce,28,1990-01-05
